m2_terreno,cantidad_personas,orientacion,forma_terreno,cantidad_dormitorio,cantidad_bano,m2_cocina,m2_estar_comedor,m2_dormitorios_total,m2_banos_total,costo_estimado,tiempo_meses,layout_key_target
396,4,3,cuadrado,2,1,13.1,36.3,23.3,3.5,51831,5,2-dorm
423,2,4,ancho,1,1,11.8,39.1,13.3,4,54024,7,1-dorm
233,4,1,irregular,2,1,9.9,27.3,22.6,4.2,52728,6,2-dorm
289,2,2,cuadrado,2,1,9,18.8,27.2,3.2,43287,5,2-dorm
160,3,1,ancho,3,2,11.1,16.8,37.1,8.3,61672,7,3-dorm-compacto
137,4,3,irregular,2,1,9.8,14.9,28.8,4.3,54353,7,2-dorm
370,1,4,angosto,1,1,8.1,28.4,13.1,3.7,47261,5,1-dorm
224,3,4,ancho,2,1,11.4,23.3,24.7,3.9,45582,6,2-dorm
311,4,2,angosto,3,1,8.6,34.9,30,4,51571,5,3-dorm-largo
426,3,2,ancho,2,1,7.9,37.1,29,4.5,51705,6,2-dorm
189,2,3,ancho,2,1,13.2,15.4,20.8,4.8,35672,7,2-dorm
138,2,1,irregular,2,1,8.7,10.7,20.3,4.6,36343,5,2-dorm
254,3,2,irregular,3,2,10.7,23.4,27.8,7,54260,5,3-dorm-compacto
222,2,3,irregular,2,2,10.1,17.9,20.3,6.3,50294,6,2-dorm
368,2,4,angosto,2,1,7.4,23.3,19.4,3.1,41059,5,2-dorm
221,1,1,cuadrado,1,1,9.8,13.6,14.7,3.1,35521,5,1-dorm
131,3,4,ancho,3,2,8.1,10.2,35.1,7.9,60170,6,3-dorm-compacto
384,3,2,ancho,2,2,7,39.1,23.7,8.7,52173,6,2-dorm
435,3,4,cuadrado,2,2,13.4,43.1,23.1,8.9,62203,8,2-dorm
222,3,2,ancho,2,1,8.8,16.9,24,3.4,48042,6,2-dorm
445,1,3,angosto,1,1,8.8,25.3,14.4,3.7,38163,5,1-dorm
235,1,3,angosto,1,1,10.5,13.5,14.6,3.7,31128,5,1-dorm
215,1,2,angosto,1,1,11.1,12.4,11.8,4.1,32975,4,1-dorm
400,1,3,irregular,2,2,11.8,21,28.1,9,60905,7,2-dorm
394,4,3,ancho,2,1,9.1,37.2,22.7,4.5,61776,5,2-dorm
197,3,1,angosto,3,1,12.2,20.2,42.7,4.5,60460,6,3-dorm-largo
118,4,1,angosto,3,2,12.2,12.1,36.6,7.9,50438,6,3-dorm-largo
238,3,4,irregular,2,2,7,24,25.5,6.7,56376,7,2-dorm
442,2,4,ancho,2,2,11.8,41.1,28,8.7,86344,9,2-dorm
272,1,2,ancho,1,1,8.2,15.3,11.7,3.3,28946,5,1-dorm
271,1,4,cuadrado,1,1,13.3,15.5,12.5,3.7,32867,5,1-dorm
391,3,3,angosto,3,2,5.6,29.2,27.4,6.2,48782,5,3-dorm-largo
246,1,4,irregular,1,1,10.8,20.2,14.4,4.4,45002,5,1-dorm
208,4,3,ancho,2,2,6.8,18,25.1,8.4,57881,5,2-dorm
123,1,2,ancho,2,1,12.5,6.9,28.6,3.6,45437,6,2-dorm
211,1,1,cuadrado,1,1,11.5,11.3,14.3,4.5,29999,5,1-dorm
103,2,1,irregular,1,1,8.3,7,13.3,4.7,31134,4,1-dorm
172,1,4,cuadrado,1,1,12.3,9.9,14.6,4.5,38456,4,1-dorm
356,1,4,ancho,2,2,8.3,21,24.9,8.8,50722,6,2-dorm
337,2,4,cuadrado,2,1,7.5,22.1,27.6,4.5,47324,6,2-dorm
321,3,4,angosto,2,1,8.9,33.8,26.3,4.4,70730,7,2-dorm
145,4,4,angosto,3,2,6.3,16,42.7,9.5,52835,5,3-dorm-largo
302,2,3,angosto,1,1,12,27.1,9.9,4.7,45820,5,1-dorm
306,4,1,angosto,3,2,5.5,26.6,44.8,9.2,74602,7,3-dorm-largo
191,1,2,irregular,1,1,9.2,11.8,10.9,3.6,27874,4,1-dorm
398,2,4,angosto,2,1,12.5,28.8,23.5,5,66328,7,2-dorm
100,3,4,cuadrado,2,1,12,9.6,25.5,3,38660,6,2-dorm
401,1,2,irregular,1,1,7,28.8,14.3,3,48541,7,1-dorm
244,2,2,irregular,2,1,9.1,15.7,27.7,4.8,46109,7,2-dorm
274,2,4,irregular,2,1,6.1,19,20.2,3.3,43182,5,2-dorm
102,2,4,irregular,2,2,6.6,6.8,24.8,8.1,33943,5,2-dorm
419,2,3,ancho,1,1,9.5,26.5,14.4,3.6,50027,5,1-dorm
103,3,2,irregular,2,2,8.7,8.5,23.3,7.3,33839,5,2-dorm
435,4,4,irregular,3,1,9.9,47.8,39.9,4.9,95777,7,3-dorm-compacto
378,3,4,angosto,2,1,6.1,35.4,21.4,3.2,44059,5,2-dorm
111,4,4,cuadrado,3,2,12.6,11.3,31,8.5,56659,5,3-dorm-compacto
247,4,1,cuadrado,3,2,9.4,22.9,27.4,8.5,67236,5,3-dorm-compacto
137,1,3,angosto,2,2,5.9,11.5,22.2,7.1,39769,5,2-dorm
371,4,4,cuadrado,2,1,11.3,36.4,18.8,4.3,68541,5,2-dorm
182,2,3,angosto,2,1,5.6,17.3,18.5,3.7,42163,5,2-dorm
368,1,4,ancho,1,1,8.2,20,12.9,3.9,31410,4,1-dorm
256,2,3,angosto,1,1,11.6,17.2,11.7,4.9,41182,4,1-dorm
114,4,4,cuadrado,3,2,7,9.8,32.8,7.6,42336,6,3-dorm-compacto
411,3,4,angosto,2,2,8.2,41.8,21,7.2,68349,5,2-dorm
239,4,4,cuadrado,3,2,12.1,21.9,43.6,8.7,76796,8,3-dorm-compacto
115,1,4,irregular,1,1,6.4,6.5,13.7,5,28049,5,1-dorm
307,1,3,ancho,2,1,7.9,24,25.2,4.6,60300,6,2-dorm
177,2,2,angosto,3,2,8.6,16.7,30.8,9.5,54932,6,3-dorm-largo
362,3,2,cuadrado,2,2,6,36.8,20.6,6.2,49724,6,2-dorm
377,4,2,ancho,2,1,9.2,37.2,19.1,4.5,68832,7,2-dorm
250,1,2,ancho,1,1,10.5,17.6,14.5,4.3,32690,5,1-dorm
329,1,4,angosto,2,2,6.5,27.2,29.4,7.3,64834,5,2-dorm
309,2,4,cuadrado,2,1,9.4,25.8,22.6,3.5,41821,7,2-dorm
381,4,1,cuadrado,2,1,9,38.4,19.3,3.6,66970,5,2-dorm
355,1,3,ancho,1,1,7.7,27.8,13.5,3.2,41325,6,1-dorm
408,1,2,ancho,1,1,7.4,27.3,12.5,4.7,39851,6,1-dorm
207,4,1,irregular,2,2,5.5,20.3,18.3,9.4,50746,5,2-dorm
174,4,4,cuadrado,2,1,11.1,17.8,25.4,3.6,50563,5,2-dorm
220,4,2,cuadrado,3,3,7.5,20.5,32.6,14.3,71560,5,3-dorm-compacto
226,4,2,cuadrado,2,1,7.9,23.6,23.7,3.8,50843,6,2-dorm
424,3,1,cuadrado,3,2,7.5,39.4,40.9,6.6,90231,8,3-dorm-compacto
173,4,3,irregular,3,1,10.2,17.5,38.6,4.5,68493,7,3-dorm-largo
243,4,4,ancho,3,1,8.7,23.9,31.3,3.3,54661,5,3-dorm-compacto
142,2,4,angosto,2,1,9.2,11.2,19.6,4.3,39185,4,2-dorm
307,4,1,ancho,3,1,10.2,27.4,45,3.4,62460,7,3-dorm-compacto
431,2,2,irregular,1,1,5.9,37.4,9.8,4.9,49466,7,1-dorm
176,2,3,irregular,2,1,11.2,13.5,22,3.7,35294,5,2-dorm
219,2,2,ancho,2,2,6.1,19.1,28.8,6.4,54654,6,2-dorm
129,1,1,angosto,1,1,10.9,8.8,14.5,4.8,30076,4,1-dorm
258,4,3,irregular,2,1,9.4,24.8,29.5,3.5,65091,7,2-dorm
104,2,4,angosto,2,1,9.2,6.6,23.7,3.7,31289,5,2-dorm
138,2,2,ancho,2,1,10.3,12.7,18.2,3.4,43248,5,2-dorm
273,2,3,angosto,1,1,11.8,17.6,9.1,4.7,38744,5,1-dorm
380,1,2,cuadrado,1,1,8.6,25.9,9.8,4.2,42712,5,1-dorm
190,4,3,angosto,2,2,10.9,16.8,29.1,6.9,48423,7,2-dorm
441,2,1,angosto,1,1,7.2,37.4,13.1,4.3,61391,6,1-dorm
408,2,1,irregular,2,1,9.1,38.4,18,3.5,58303,6,2-dorm
424,4,2,cuadrado,3,3,6.3,39.5,31.2,10.5,80452,8,3-dorm-compacto
387,2,4,ancho,1,1,10,29,12,3.5,45764,6,1-dorm
247,2,1,irregular,2,1,9.7,20.5,22.9,3.3,52421,6,2-dorm
256,4,2,irregular,3,2,5.7,21.7,33,9.9,61585,6,3-dorm-compacto
361,4,4,ancho,3,1,8.9,31.6,27.8,4.4,72637,7,3-dorm-compacto
278,4,3,ancho,2,1,9,31.6,27.7,3.9,51361,6,2-dorm
139,1,4,ancho,1,1,13.3,8,11.2,4.6,36161,4,1-dorm
329,4,2,angosto,3,3,6.2,30.7,44.8,13.4,91741,7,3-dorm-largo
209,2,4,angosto,3,2,8.9,14.7,44,9.1,64750,7,3-dorm-largo
314,1,3,cuadrado,2,1,12.1,21.1,22.7,4.6,58117,7,2-dorm
398,1,3,angosto,1,1,10,33,13.4,3.2,47986,7,1-dorm
254,4,3,cuadrado,3,2,6.8,22.3,27.4,8.4,45305,6,3-dorm-compacto
404,1,2,angosto,1,1,11.6,21.6,9.8,4,34550,5,1-dorm
340,1,2,angosto,1,1,12.1,19.6,12.7,4.3,43389,5,1-dorm
312,2,1,angosto,3,2,11.9,28.3,41.9,8.9,85760,8,3-dorm-largo
278,2,1,cuadrado,2,1,12.3,19.2,21.1,4.7,55565,7,2-dorm
102,3,1,irregular,3,1,9.6,8.4,28.8,5,35328,6,3-dorm-largo
446,3,1,angosto,2,1,9.6,40.1,19.6,4,51112,7,2-dorm
426,2,3,angosto,3,2,10.2,38.8,29,8.6,70974,8,3-dorm-largo
117,3,4,ancho,2,1,7.7,8.7,29,3.6,47115,4,2-dorm
106,1,3,ancho,1,1,13.2,7.5,10.7,3.9,29510,4,1-dorm
187,3,4,irregular,3,1,8.6,17.4,36.8,3.2,61820,5,3-dorm-compacto
107,2,1,cuadrado,1,1,9.2,7.6,9.1,4.3,22587,4,1-dorm
258,3,4,ancho,2,1,6.6,26.8,22.4,4.1,49121,6,2-dorm
101,3,2,angosto,2,1,8.4,7.7,20.6,4.5,30065,4,2-dorm
195,2,2,cuadrado,2,1,9,14.9,28.1,4.5,47392,7,2-dorm
318,1,3,cuadrado,2,2,6.7,16.8,19.7,9.1,40534,5,2-dorm
274,2,2,angosto,1,1,6.8,24.9,13.5,5,37803,7,1-dorm
313,3,4,ancho,2,2,10.7,25.9,19,7.4,51909,7,2-dorm
420,4,2,ancho,3,2,10.7,38.9,32.2,6,74944,9,3-dorm-largo
290,4,4,irregular,3,3,9.4,27.6,43.5,10.1,89607,8,3-dorm-largo
354,4,3,cuadrado,2,2,8.2,40.1,25.4,8.2,75867,8,2-dorm
313,4,2,angosto,3,1,8.2,36.3,28.5,4.7,58751,5,3-dorm-largo
426,1,4,cuadrado,1,1,11.7,35.4,9.2,3.8,53279,7,1-dorm
400,1,3,angosto,1,1,11.9,30.3,10.9,3.2,41374,5,1-dorm
433,3,4,cuadrado,2,1,12.8,46,27,4.9,78112,8,2-dorm
211,2,1,cuadrado,1,1,6.1,17.5,11.4,4.8,38679,4,1-dorm
394,2,2,irregular,2,1,8.1,25.9,27.1,4.4,54233,5,2-dorm
254,3,2,angosto,2,1,8.3,26.3,24.6,4.5,58734,7,2-dorm
253,2,1,cuadrado,2,2,8.1,17.1,18.4,8,42693,5,2-dorm
298,4,4,cuadrado,2,1,13.2,33.4,23.5,4.9,68906,5,2-dorm
245,1,2,angosto,2,1,8,18.7,29.1,4.2,51782,5,2-dorm
114,3,3,cuadrado,2,1,8.9,8.4,29.7,3.9,34000,5,2-dorm
195,4,1,ancho,2,1,9.3,22.1,25.6,5,47228,5,2-dorm
188,2,2,ancho,2,1,12.5,16.4,23.6,3.6,52142,7,2-dorm
335,3,3,cuadrado,2,1,11,28.3,25.4,3.8,63221,6,2-dorm
331,4,1,ancho,3,2,13.7,36.3,38.4,9.4,87118,7,3-dorm-largo
155,1,1,angosto,1,1,11.8,11.2,12.5,4.6,27213,4,1-dorm
210,2,1,angosto,1,1,8.9,17.6,12.1,4,29425,4,1-dorm
223,2,3,ancho,2,1,8.1,14.5,27.2,3.1,48553,5,2-dorm
161,4,4,irregular,3,1,6.3,14.4,37.9,3.3,55417,5,3-dorm-compacto
247,2,3,ancho,2,1,7.6,19,19.1,4,34436,5,2-dorm
108,2,2,angosto,2,1,9.7,10.1,22.3,3.8,42883,4,2-dorm
231,1,2,irregular,1,1,9.4,13.4,11.8,3.8,32429,4,1-dorm
171,4,4,ancho,3,2,11,18,31.1,9.4,62329,5,3-dorm-largo
206,4,2,cuadrado,2,2,11.5,18.7,22.8,8,43808,6,2-dorm
242,4,2,irregular,3,2,11.5,24.3,32.3,7.9,57379,6,3-dorm-compacto
218,3,3,angosto,2,2,7.4,19.5,29.8,9.2,50571,6,2-dorm
262,1,1,irregular,1,1,5.2,15.7,12.2,4.7,31890,5,1-dorm
449,2,1,angosto,1,1,6.2,39.6,10,4.2,40045,5,1-dorm
229,2,1,ancho,1,1,8.7,21.5,14.2,4.6,40592,5,1-dorm
433,2,3,cuadrado,2,1,7.3,28.3,21.7,3.3,47111,5,2-dorm
169,4,4,ancho,2,1,12.1,14.5,29.1,4.3,45558,7,2-dorm
223,3,1,angosto,2,1,12.2,21.2,23.3,4.9,44743,7,2-dorm
103,2,2,cuadrado,2,2,9.2,8.8,24.3,8.5,49888,6,2-dorm
148,4,3,cuadrado,2,1,10.1,15.9,21.6,3,48601,5,2-dorm
240,4,2,cuadrado,2,1,11.9,23.7,18.4,4.4,39661,6,2-dorm
315,2,4,irregular,3,1,9.7,28.6,30,4.8,66445,6,3-dorm-largo
146,4,3,irregular,3,1,9.6,13.1,39.8,3,52181,7,3-dorm-compacto
279,4,1,irregular,3,1,7.4,27.6,42.6,3.5,71531,8,3-dorm-largo
369,1,4,cuadrado,1,1,7.6,30.3,12.4,3.1,53369,5,1-dorm
223,4,1,irregular,3,2,7.5,23.4,42.9,8.9,81292,7,3-dorm-largo
165,2,1,irregular,1,1,9.4,13.4,13.1,4.7,34624,4,1-dorm
346,4,1,cuadrado,3,2,12.5,37.7,36.3,8.1,85108,7,3-dorm-compacto
425,1,1,irregular,1,1,5.2,31.4,9.9,3.4,32541,5,1-dorm
209,1,1,cuadrado,1,1,10.3,13.1,10.7,4.5,30475,5,1-dorm
358,2,1,angosto,1,1,12.1,32.7,11.9,4.4,46439,7,1-dorm
234,2,2,irregular,2,2,11.3,21.7,24,8.5,62061,5,2-dorm
299,1,4,angosto,1,1,8.2,22.6,12.2,3.5,32933,4,1-dorm
296,1,1,angosto,1,1,7.2,18.2,10,4.6,36970,4,1-dorm
257,2,1,cuadrado,1,1,6.3,23.5,13.5,3.7,42420,5,1-dorm
403,4,3,irregular,3,2,8,38.1,29.3,9.7,72100,7,3-dorm-largo
132,3,2,angosto,2,2,6.8,11.7,24.8,8.5,44427,6,2-dorm
415,4,1,irregular,3,2,7.2,37.2,32.2,8.5,65755,7,3-dorm-largo
234,4,4,ancho,3,1,11.9,24.9,28.7,3.1,49035,6,3-dorm-largo
449,4,1,cuadrado,3,2,8.4,47.7,27.1,8.8,74239,9,3-dorm-compacto
130,3,4,irregular,2,1,10,9.7,24.4,4.4,45822,4,2-dorm
150,4,4,angosto,2,1,9.6,14.8,29.8,4.2,38262,6,2-dorm
189,3,1,irregular,2,2,9.7,14.2,24.8,7.8,40526,6,2-dorm
303,4,1,cuadrado,3,1,7.1,26,44.2,4.8,69263,9,3-dorm-compacto
363,4,3,ancho,3,2,7.1,40.9,33.1,9.2,75367,8,3-dorm-compacto
291,1,4,cuadrado,1,1,7.8,24.2,14.8,3.8,47758,7,1-dorm
374,2,4,cuadrado,1,1,13.6,31.7,11.6,3.4,49673,5,1-dorm
412,1,1,irregular,1,1,9.9,26.9,9.6,5,43217,5,1-dorm
146,4,1,ancho,3,2,11.4,15.1,31.2,9.5,53702,5,3-dorm-largo
358,2,4,irregular,1,1,8.7,30.3,11,4.6,49858,7,1-dorm
282,1,1,angosto,1,1,9,17.9,13,4.2,33528,4,1-dorm
349,2,2,cuadrado,1,1,10.7,30.1,12.9,4.6,48119,7,1-dorm
191,2,3,cuadrado,1,1,9.2,17.5,11,3.4,27498,5,1-dorm
310,3,1,cuadrado,2,1,12.4,24.9,29.3,4.3,66743,6,2-dorm
127,3,4,angosto,3,3,6.5,10.6,28.9,13.8,56807,6,3-dorm-largo
138,2,4,ancho,2,1,13.1,9.7,21.1,4.6,41044,4,2-dorm
345,4,4,angosto,3,3,10.5,37.3,33.8,11.8,62668,8,3-dorm-largo
213,4,2,cuadrado,3,1,10.6,20.1,34.9,4.1,53484,5,3-dorm-compacto
426,4,2,ancho,2,2,6.9,40,21.5,8.5,58229,7,2-dorm
418,2,4,ancho,3,2,11.5,31.1,30.8,9.7,75554,7,3-dorm-largo
110,2,4,irregular,1,1,6.4,10,11.8,4,25853,4,1-dorm
305,1,4,ancho,1,1,8.2,17.3,14.1,4.5,36139,5,1-dorm
304,3,3,cuadrado,2,2,6.6,29.9,23.2,9.3,56210,7,2-dorm
251,2,4,angosto,1,1,7.6,18.6,9.7,5,30169,5,1-dorm
268,3,2,ancho,2,1,13.6,27,20.7,3.1,48833,5,2-dorm
384,3,3,irregular,3,1,8.8,29.8,37.2,4.3,66663,9,3-dorm-largo
284,2,3,irregular,3,2,6.1,25.1,34.6,7,60358,6,3-dorm-largo
218,1,4,angosto,1,1,8.7,15.7,12.3,3.6,38539,5,1-dorm
366,3,4,ancho,3,2,11.1,34.1,30.4,7.9,61566,9,3-dorm-compacto
283,2,3,ancho,2,1,8,18.1,28.4,4.3,38488,5,2-dorm
391,1,4,ancho,2,1,13.5,32.6,21,4.7,52391,6,2-dorm
133,4,4,angosto,2,1,6.7,15.1,21.5,3.9,44744,4,2-dorm
350,1,1,angosto,1,1,12.1,19.4,12.3,3.3,45564,5,1-dorm
199,4,4,ancho,2,1,10.2,20,21.3,3.5,54547,7,2-dorm
156,1,3,angosto,1,1,6.9,13,13.3,3.1,28004,4,1-dorm
284,1,3,ancho,1,1,8.9,20.3,12.4,3.7,37536,5,1-dorm
175,3,1,irregular,2,1,10,14.3,27.6,3.7,45703,7,2-dorm
331,3,4,ancho,2,2,9.7,29.3,27.3,6.2,59791,7,2-dorm
183,1,1,cuadrado,2,1,11.2,9.9,19.6,3.3,43858,5,2-dorm
342,2,3,angosto,2,1,11.9,26.7,25.2,4.8,62452,6,2-dorm
196,4,3,angosto,2,1,10.9,17,26.5,4.8,49221,7,2-dorm
262,1,1,irregular,2,2,7,20.7,21.1,6.3,39800,7,2-dorm
421,2,3,angosto,1,1,10.3,29.4,11.4,3.3,46956,7,1-dorm
340,2,1,cuadrado,1,1,12.5,26.4,14.3,3.1,54726,6,1-dorm
429,1,3,irregular,1,1,8.9,23.3,13.1,3.1,33329,4,1-dorm
225,1,2,cuadrado,1,1,6.2,14,14.2,4.5,29397,4,1-dorm
185,1,1,irregular,2,2,10.8,11,22.6,6,37789,7,2-dorm
249,4,4,cuadrado,2,1,11.7,22.4,28.3,4,47102,5,2-dorm
300,1,1,angosto,2,1,6.4,25.3,23.6,4.7,44263,6,2-dorm
238,4,1,cuadrado,2,2,6.3,20.5,22.7,6.5,54429,5,2-dorm
413,2,2,ancho,2,1,13.6,38.7,18.1,4.7,68491,6,2-dorm
152,4,3,irregular,2,1,9.6,14.4,29.7,3.2,45271,7,2-dorm
359,4,1,cuadrado,2,2,8.9,40.4,27.5,9.8,67578,8,2-dorm
164,4,4,irregular,3,2,9.8,18.6,44.6,7.9,67917,7,3-dorm-largo
219,2,1,irregular,1,1,8.7,19.5,10.1,4.6,38836,5,1-dorm
241,2,3,cuadrado,2,1,11.1,22.6,19.1,3.3,37467,7,2-dorm
287,4,3,cuadrado,2,2,8.1,25.8,26.2,8.5,44757,7,2-dorm
162,2,3,irregular,2,1,9.6,12,27.1,4,49599,7,2-dorm
247,1,1,angosto,1,1,7.9,12.8,11.4,3.1,31679,5,1-dorm
223,1,2,cuadrado,1,1,8.8,14.5,9.9,4.8,36812,4,1-dorm
116,3,4,irregular,3,3,6.7,11,27.1,13.8,49478,6,3-dorm-compacto
367,4,1,irregular,2,1,10.8,37.1,23.9,3.4,64981,5,2-dorm
105,3,3,ancho,3,2,12.3,9.8,29.5,9.4,54824,5,3-dorm-compacto
108,2,2,cuadrado,2,1,8,6.8,22,3.2,27181,4,2-dorm
236,3,3,cuadrado,2,1,6.5,21.3,23,3.9,44225,7,2-dorm
387,4,2,irregular,3,3,9.5,38.6,40.4,13.9,93233,8,3-dorm-largo
169,2,2,irregular,1,1,6.9,13.5,14.2,3.5,29263,5,1-dorm
381,4,1,irregular,3,2,5.1,38.2,30.9,6.1,72499,8,3-dorm-largo
391,3,1,angosto,2,2,8.3,38.2,19.7,7.8,48971,6,2-dorm
423,1,3,angosto,1,1,11.4,31,10.9,4.8,44170,6,1-dorm
137,3,4,ancho,3,1,10.3,14.4,42.7,3.8,60484,5,3-dorm-compacto
264,1,1,ancho,2,1,8.6,19.8,26.6,4.1,40836,7,2-dorm
388,4,4,irregular,3,1,8.9,43.9,37.4,4.3,69451,7,3-dorm-compacto
223,4,2,irregular,3,2,5.6,20.1,38.9,7.5,53723,5,3-dorm-largo
161,3,4,ancho,2,1,8.9,15.6,18.6,4.1,34001,4,2-dorm
182,4,1,irregular,3,1,8.5,18,27.9,3.9,44984,7,3-dorm-largo
202,3,3,angosto,3,1,6.8,16.7,34.4,4.6,62004,5,3-dorm-largo
125,3,2,angosto,2,1,8.3,10.5,28.7,4.3,38076,7,2-dorm
429,4,3,angosto,3,2,10.8,43,37.6,8.2,73107,7,3-dorm-largo
342,4,3,cuadrado,3,1,8.4,36,40.4,3.9,61529,7,3-dorm-compacto
257,3,4,irregular,3,1,10.5,20.4,43.3,4.7,55755,7,3-dorm-compacto
285,1,2,angosto,1,1,11.7,14.8,10.3,3.9,31751,5,1-dorm
111,1,3,ancho,1,1,8.7,7.1,12.1,4.7,29056,5,1-dorm
244,1,2,ancho,1,1,8.7,15.6,11.6,3.4,30293,4,1-dorm
243,4,1,cuadrado,2,1,11.1,20.8,27.5,3.1,47104,5,2-dorm
113,3,4,ancho,2,1,10.5,10.7,18.8,3.9,37767,5,2-dorm
111,1,4,irregular,1,1,5.3,6,11.6,4.1,22833,4,1-dorm
140,2,1,irregular,1,1,7.8,9.6,12.2,3.3,28842,5,1-dorm
297,1,1,angosto,1,1,6.5,19.6,14.3,3.9,40390,4,1-dorm
371,3,1,ancho,3,1,7.5,36.3,32.7,3.1,62915,7,3-dorm-compacto
397,3,4,ancho,2,1,9.3,30.9,24.8,4.3,47857,5,2-dorm
127,4,4,ancho,3,1,9.4,14.9,38.5,4.5,46774,7,3-dorm-compacto
227,3,1,angosto,2,1,6.3,22.3,29.9,3.1,41145,7,2-dorm
208,1,2,angosto,1,1,10.9,12,11,3.2,29065,4,1-dorm
364,3,2,angosto,3,1,7.6,35.4,43.7,3.3,64893,9,3-dorm-largo
350,2,3,angosto,2,2,10.5,32,26.4,8.6,61802,6,2-dorm
423,4,1,irregular,3,2,9.3,44.3,41.7,9.9,103866,7,3-dorm-largo
101,1,4,cuadrado,1,1,10.2,7.2,15,3.3,34369,4,1-dorm
185,4,2,cuadrado,3,2,6.5,21.1,44.9,6,51069,6,3-dorm-compacto
185,3,1,cuadrado,2,1,13.3,15.3,25.5,4.8,40117,5,2-dorm
323,3,3,irregular,3,1,10.6,28.4,36.4,3.7,75879,5,3-dorm-compacto
287,4,2,irregular,2,2,5.4,25,28.3,8,52689,6,2-dorm
144,1,1,cuadrado,1,1,7.8,8,10.1,4.2,29468,4,1-dorm
200,3,3,cuadrado,2,2,10.7,20.2,25.8,10,52125,6,2-dorm
206,2,4,angosto,2,1,12.1,15.8,24.5,4.2,50375,6,2-dorm
317,4,4,cuadrado,2,2,12.4,32.4,18.5,7,47371,6,2-dorm
106,2,3,ancho,1,1,6,6.7,14.5,4.4,29418,5,1-dorm
363,1,3,angosto,1,1,8.1,26,10.9,3.8,41463,4,1-dorm
245,2,4,cuadrado,2,2,6.8,20.8,24.1,10,47965,6,2-dorm
398,1,2,irregular,1,1,7.6,30.6,10.5,3.7,37107,6,1-dorm
274,4,2,cuadrado,2,1,13.3,28.2,28.7,4.2,72159,7,2-dorm
346,1,2,irregular,2,1,9,22.8,19.8,3.6,48686,7,2-dorm
331,2,4,irregular,3,2,8.5,29.2,36,8.7,78999,7,3-dorm-compacto
391,4,4,ancho,3,1,10,40.8,36.6,4,89090,9,3-dorm-largo
308,2,3,ancho,2,1,6.3,25.7,19.5,3.9,47881,5,2-dorm
337,2,2,angosto,1,1,9.6,26.7,11.6,3.6,44995,5,1-dorm
398,1,3,ancho,1,1,11.8,22.8,14.7,4,42562,7,1-dorm
116,1,2,ancho,1,1,7.6,6.3,13.1,3.4,22451,4,1-dorm
318,3,2,irregular,3,3,9.6,30.3,44.6,11.9,85383,8,3-dorm-largo
258,1,3,ancho,1,1,10.6,20.2,12.7,4.9,33166,5,1-dorm
422,1,2,irregular,1,1,8.8,24.1,9.2,3.1,42076,4,1-dorm
410,3,1,cuadrado,2,2,8.1,32.6,28.9,8,50940,6,2-dorm
129,3,3,irregular,3,1,5.2,11.8,27.2,4.8,36409,4,3-dorm-largo
403,2,4,angosto,2,2,6.9,28.9,18.3,6.2,40101,7,2-dorm
233,4,4,ancho,3,1,9.8,22.8,43.8,4.2,77974,7,3-dorm-compacto
131,1,4,irregular,1,1,11.7,6.8,11.9,3,27143,5,1-dorm
344,4,2,ancho,3,1,12.5,32.4,42.5,3.6,88350,7,3-dorm-compacto
288,2,4,cuadrado,1,1,10.2,20.8,12.8,3.6,31752,4,1-dorm
326,1,2,irregular,2,2,9.1,20.2,26.8,8.7,42370,7,2-dorm
183,1,3,irregular,2,1,9.4,9.6,19.6,4.2,38164,4,2-dorm
123,3,4,irregular,2,1,9,9.8,19,4,34612,5,2-dorm
423,1,4,ancho,1,1,8.5,28.5,9.9,3.5,41834,6,1-dorm
232,2,4,angosto,1,1,8.3,18,11.5,5,31089,5,1-dorm
152,2,4,ancho,3,3,7.5,12,43.6,13,52399,7,3-dorm-largo
385,2,1,angosto,2,1,12.5,26.2,22.6,4.1,50725,5,2-dorm
154,4,4,ancho,2,1,9.1,15.3,19.2,3.4,41824,4,2-dorm
377,1,3,angosto,1,1,5.9,23.3,12.5,4.5,36075,4,1-dorm
182,1,2,cuadrado,2,2,9.3,10,21.5,6.2,43584,5,2-dorm
274,2,4,ancho,2,2,8.4,22.2,28,6.3,44355,5,2-dorm
282,3,3,ancho,2,1,13.6,27.4,23.8,4.1,68345,6,2-dorm
133,1,4,cuadrado,2,1,13.5,8.4,27,3.9,48544,5,2-dorm
245,2,4,angosto,1,1,7.5,17.1,11.6,3.2,27097,5,1-dorm
214,1,1,irregular,1,1,10.6,13.6,13.8,3.3,41181,5,1-dorm
138,2,1,irregular,2,1,8.2,10.8,24.3,4.9,45267,5,2-dorm
406,1,1,cuadrado,1,1,8.2,29.4,9.3,3,39520,4,1-dorm
348,2,3,ancho,2,1,10.1,32.6,19.3,4.4,46065,5,2-dorm
446,3,2,cuadrado,3,1,6.7,42.7,28.6,4.1,66947,7,3-dorm-compacto
265,1,3,ancho,2,1,11.7,21.5,26.5,3.1,42090,7,2-dorm
310,3,1,angosto,2,1,10.1,25.9,22.5,4,50888,5,2-dorm
319,3,4,angosto,3,1,6.9,25.8,36.2,4.8,55466,7,3-dorm-largo
215,1,2,angosto,1,1,7,17.3,9.8,3.7,26554,5,1-dorm
